asset_id,tier,category,filename,title,creator,institution,license_or_rights,use_status,production_rule,landing_page,direct_url,license_url,attribution,dimensions,sha256,downloaded_at,recommended_screen,fact_boundary,local_relative_path,web_ready_relative_path
MAP_ENV_003,open_license,environment,MAP_ENV_003_Lingyuan_South_G25.jpg,G25 in the southern suburbs of Lingyuan 2022,N509FZ,Wikimedia Commons,CC BY-SA 4.0,可用于当代地理上下文；需署名且衍生图遵循同许可,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:G25_Changshen_Expressway_in_the_southern_suburbs_of_Lingyuan_(20220824110919).jpg,https://upload.wikimedia.org/wikipedia/commons/d/d3/G25_Changshen_Expressway_in_the_southern_suburbs_of_Lingyuan_%2820220824110919%29.jpg,https://creativecommons.org/licenses/by-sa/4.0/,N509FZ / Wikimedia Commons / CC BY-SA 4.0,3827x2551,148cec2a26b98b12e0681e3f320c3995f9f64457c24f0b8faa4919dda3678337,2026-07-14T08:36:59Z,空间导览/今天的牛河梁周边,2022-08-24；车窗反光可见；不得用作遗址现场或史前景观,01_open_license/maps_environment_methods/environment/MAP_ENV_003_Lingyuan_South_G25.jpg,05_web_ready/maps_environment_methods/environment/MAP_ENV_003_Lingyuan_South_G25.webp
MAP_ENV_004,open_license,environment,MAP_ENV_004_Shuiquan_Approaching_Niuheliang.jpg,Shuiquan Village approaching Niuheliang 2022,N509FZ,Wikimedia Commons,CC BY-SA 4.0,优先采用；可作牛河梁周边当代地貌参照；需署名,allow_with_manifest_conditions,"https://commons.wikimedia.org/wiki/File:Shuiquan_Village,_Songzhangzi_Town,_Lingyuan_(20220824110534).jpg",https://upload.wikimedia.org/wikipedia/commons/3/3b/Shuiquan_Village%2C_Songzhangzi_Town%2C_Lingyuan_%2820220824110534%29.jpg,https://creativecommons.org/licenses/by-sa/4.0/,N509FZ / Wikimedia Commons / CC BY-SA 4.0,4032x2688,b4cee1ba4ee60e050f04a1178c2bd8dde6d298c11a10dff8f71cb0b7ca68eefe,2026-07-14T08:36:59Z,首页环境转场/空间导览,原说明明确为 approaching Niuheliang；仍非遗址本体照片；不可声称呈现5800年前环境,01_open_license/maps_environment_methods/environment/MAP_ENV_004_Shuiquan_Approaching_Niuheliang.jpg,05_web_ready/maps_environment_methods/environment/MAP_ENV_004_Shuiquan_Approaching_Niuheliang.webp
MAP_ENV_005,open_license,environment,MAP_ENV_005_Lingyuan_Southern_Suburbs_A.jpg,Southern suburbs of Lingyuan 2022,N509FZ,Wikimedia Commons,CC BY-SA 4.0,可用于现代河谷地貌对照；需署名,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Southern_suburbs_of_Lingyuan_(20220824110907).jpg,https://upload.wikimedia.org/wikipedia/commons/7/7b/Southern_suburbs_of_Lingyuan_%2820220824110907%29.jpg,https://creativecommons.org/licenses/by-sa/4.0/,N509FZ / Wikimedia Commons / CC BY-SA 4.0,3742x2494,260e561554985caf58ae6f3868d7e4a32d96efa15a39cfb61601bd6f63653e55,2026-07-14T08:36:59Z,文明长卷/地貌对照,2022-08-24；存在道路与城市景观；仅用于今天的环境对照,01_open_license/maps_environment_methods/environment/MAP_ENV_005_Lingyuan_Southern_Suburbs_A.jpg,05_web_ready/maps_environment_methods/environment/MAP_ENV_005_Lingyuan_Southern_Suburbs_A.webp
MAP_METH_001,open_license,methods,MAP_METH_001_Chronosphere_Radiocarbon_Lab.jpg,Chronosphere AMS radiocarbon facility,Kestrel,University Museum; The University of Tokyo,CC BY-SA 4.0,仅用于解释AMS方法；必须标注非牛河梁实验室,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Chronosphere_Laboratory_of_Radiocarbon_Dating_P3097636.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e4/Chronosphere_Laboratory_of_Radiocarbon_Dating_P3097636.jpg,https://creativecommons.org/licenses/by-sa/4.0/,Kestrel / Wikimedia Commons / CC BY-SA 4.0,2560x1920,94bdb6eafdd1a62737a57d419d8fd5c99f2c68d145ae5c748dfed8104a0ecbb2,2026-07-14T08:36:59Z,证据实验室/年代如何测出,2019-03-09；画面含日文展陈；不可暗示东京大学测定了本项目样品,01_open_license/maps_environment_methods/methods/MAP_METH_001_Chronosphere_Radiocarbon_Lab.jpg,05_web_ready/maps_environment_methods/methods/MAP_METH_001_Chronosphere_Radiocarbon_Lab.webp
MAP_METH_002,open_license,methods,MAP_METH_002_Stratigraphy_An_Son.jpg,Stratigraphy in trench from An Son,Carmen Sarjeant,Wikimedia Commons,CC BY-SA 4.0,仅作地层学方法示意；必须突出“非牛河梁现场”,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Stratigraphy_in_trench_from_An_Son.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Stratigraphy_in_trench_from_An_Son.jpg,https://creativecommons.org/licenses/by-sa/4.0/,Carmen Sarjeant / Wikimedia Commons / CC BY-SA 4.0,3264x2448,4f8c85e4a9446f3a34c26ea2f81737167da7cdc220c6046b2099ec9993ddd254,2026-07-14T08:36:59Z,证据实验室/读懂地层,2009-05-09；画面有比例尺和探方牌；不可将其改写成牛河梁第十三地点,01_open_license/maps_environment_methods/methods/MAP_METH_002_Stratigraphy_An_Son.jpg,05_web_ready/maps_environment_methods/methods/MAP_METH_002_Stratigraphy_An_Son.webp
MAP_METH_003,open_license,methods,MAP_METH_003_Fieldwalking_Find_Markers.jpg,Fieldwalking with find markers in Lower Saxony,Ronald Reimann,Wikimedia Commons,CC BY-SA 3.0,仅作系统踏查方法示意；必须标注地点,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Feldbegehung_Niedersachsen_mit_Fundmarkierungen_weiss.jpg,https://upload.wikimedia.org/wikipedia/commons/3/31/Feldbegehung_Niedersachsen_mit_Fundmarkierungen_weiss.jpg,https://creativecommons.org/licenses/by-sa/3.0/,Ronald Reimann / Wikimedia Commons / CC BY-SA 3.0,1710x1113,bae256156bedda8614f650ef511ec347328c950079de5aba8d7da958f134073d,2026-07-14T08:36:59Z,证据实验室/50米网格如何工作,2018；适合解释人在地表按系统路线发现材料；网格与牛河梁数据另用原创SVG,01_open_license/maps_environment_methods/methods/MAP_METH_003_Fieldwalking_Find_Markers.jpg,05_web_ready/maps_environment_methods/methods/MAP_METH_003_Fieldwalking_Find_Markers.webp
MAP_METH_004,open_license,methods,MAP_METH_004_Aerial_Excavation_Trenches.jpg,Aerial view of archaeological evaluation trenches at Hogsthorpe,Chris,Geograph Britain and Ireland,CC BY-SA 2.0,仅作抽样探沟与空间覆盖方法示意；必须标注非牛河梁,allow_with_manifest_conditions,"https://commons.wikimedia.org/wiki/File:Archaeological_excavation_trenches_south_of_Hogsthorpe,_aerial_2024_(1)_-_geograph.org.uk_-_7917238.jpg",https://upload.wikimedia.org/wikipedia/commons/9/93/Archaeological_excavation_trenches_south_of_Hogsthorpe%2C_aerial_2024_%281%29_-_geograph.org.uk_-_7917238.jpg,https://creativecommons.org/licenses/by-sa/2.0/,Chris / Geograph Britain and Ireland / CC BY-SA 2.0,1600x1057,0887e744dc62432b9daf27cc6035102d8c2745526387d51f7447346ac02e8182,2026-07-14T08:36:59Z,证据实验室/调查与发掘的区别,2024-11-03；航拍能显示条带状探沟；不可称为50米网格调查照片,01_open_license/maps_environment_methods/methods/MAP_METH_004_Aerial_Excavation_Trenches.jpg,05_web_ready/maps_environment_methods/methods/MAP_METH_004_Aerial_Excavation_Trenches.webp
MAP_METH_005,open_license,methods,MAP_METH_005_Total_Station_Karleby.jpg,Neolithic excavation survey at Karleby 63,Gunnar Creutz,Wikimedia Commons,CC BY-SA 3.0,优先用于解释坐标记录；必须标注非牛河梁现场,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Boplatsen_Karleby_63_gr%C3%A4vs_ut_3013.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0a/Boplatsen_Karleby_63_gr%C3%A4vs_ut_3013.jpg,https://creativecommons.org/licenses/by-sa/3.0/,Gunnar Creutz / Wikimedia Commons / CC BY-SA 3.0,4608x3456,38f670443fb2a9b4f0a77091f8fead1be82ab3b5826968d63e671cd27db6241f,2026-07-14T08:36:59Z,证据实验室/一个点如何成为数据,2013-09-23；画面含全站仪、比例尺和编号标记；适合交互热点拆解,01_open_license/maps_environment_methods/methods/MAP_METH_005_Total_Station_Karleby.jpg,05_web_ready/maps_environment_methods/methods/MAP_METH_005_Total_Station_Karleby.webp
AX001,open_license,artifacts_sites_expanded,AX001_hoof_jade_nmc.jpg,红山文化箍形／马蹄形玉器,Windmemories,National Museum of China,CC BY-SA 4.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:20251026_Hoof-shaped_Jade_of_Hongshan_Culture.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/20251026_Hoof-shaped_Jade_of_Hongshan_Culture.jpg,https://creativecommons.org/licenses/by-sa/4.0,"红山文化箍形／马蹄形玉器 — Windmemories, via Wikimedia Commons, CC BY-SA 4.0",1800x1200,b0f1fb6198b80eb4cef3c82c2c9641e0c7ea08a99d1b76c29a9c98320b06d4d3,2026-07-14T09:37:46+00:00,器物图谱／器型比较,中国国家博物馆展陈照；元数据未指明具体出土地点，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX001_hoof_jade_nmc.jpg,05_web_ready/artifacts_sites_expanded/AX001_hoof_jade_nmc.webp
AX002,open_license,artifacts_sites_expanded,AX002_jade_axe_npm.jpg,红山文化玉斧／玉钺,Gary Todd,National Palace Museum (Taipei),CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,"https://commons.wikimedia.org/wiki/File:Hongshan_Culture_-_Jade_Axe,_4500-3000_BC.jpg",https://upload.wikimedia.org/wikipedia/commons/a/ab/Hongshan_Culture_-_Jade_Axe%2C_4500-3000_BC.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉斧／玉钺 — Gary Todd, via Wikimedia Commons, CC0",2400x1600,127a29a670747e387fcfeff4ee93d632560bc17d9b8ac479d0ed9fb6f06710ae,2026-07-14T09:37:46+00:00,器物图谱／礼仪权力,台北故宫博物院展陈照；仅按馆方/Commons定名为红山文化，不得补写牛河梁出处。,01_open_license/artifacts_sites_expanded/AX002_jade_axe_npm.jpg,05_web_ready/artifacts_sites_expanded/AX002_jade_axe_npm.webp
AX003,open_license,artifacts_sites_expanded,AX003_jade_eagle_staff_pommel_npm.jpg,红山文化玉鹰形杖首,Gary Todd,National Palace Museum (Taipei),CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_-_Jade_Eagle_Staff_Pommel.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6c/Hongshan_Culture_-_Jade_Eagle_Staff_Pommel.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉鹰形杖首 — Gary Todd, via Wikimedia Commons, CC0",2400x1600,d6ea1947170cf130bc3b81f9bad45d6fe8d8ce7f47836a7d5cf15d3959510081,2026-07-14T09:37:46+00:00,器物图谱／动物意象,台北故宫博物院展陈照；出土地点未载，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX003_jade_eagle_staff_pommel_npm.jpg,05_web_ready/artifacts_sites_expanded/AX003_jade_eagle_staff_pommel_npm.webp
AX004,open_license,artifacts_sites_expanded,AX004_jade_ornament_npm.jpg,红山文化玉饰,Gary Todd,National Palace Museum (Taipei),CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_-_Jade_Ornament.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Hongshan_Culture_-_Jade_Ornament.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉饰 — Gary Todd, via Wikimedia Commons, CC0",2400x1600,f5e402bf60ca5a87710cf0f155a63defbd118a8709ac348fe2c207ab97aaa0c9,2026-07-14T09:37:46+00:00,器物图谱／工艺观察,台北故宫博物院展陈照；只可使用馆方/Commons已有文化归属。,01_open_license/artifacts_sites_expanded/AX004_jade_ornament_npm.jpg,05_web_ready/artifacts_sites_expanded/AX004_jade_ornament_npm.webp
AX005,open_license,artifacts_sites_expanded,AX005_jade_ornaments_pair_npm.jpg,红山文化玉饰组合,Gary Todd,National Palace Museum (Taipei),CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_-_Jade_Ornaments_02.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/Hongshan_Culture_-_Jade_Ornaments_02.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉饰组合 — Gary Todd, via Wikimedia Commons, CC0",2400x3600,2c391d2ecfab6edc71b2b7506a6b7591a31f8e588f8b94772d9d57b3c3e2304d,2026-07-14T09:37:46+00:00,器物图谱／器物组合,展陈组合不等于同一墓葬组合；不得推断牛河梁出土或原始共存关系。,01_open_license/artifacts_sites_expanded/AX005_jade_ornaments_pair_npm.jpg,05_web_ready/artifacts_sites_expanded/AX005_jade_ornaments_pair_npm.webp
AX006,open_license,artifacts_sites_expanded,AX006_jade_group_liaoning_03.jpg,辽宁省博物馆红山文化玉器（三）,"Gary Lee Todd, Ph.D.",Liaoning Provincial Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_03.jpg,https://upload.wikimedia.org/wikipedia/commons/5/53/Hongshan_Culture_Jade_03.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"辽宁省博物馆红山文化玉器（三） — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,bbdd34889aeabb3a46443ca67c9e9c82ac10bd09c559594acb0baa54cb5a8314,2026-07-14T09:37:46+00:00,器物图谱／博物馆展陈,辽宁省博物馆展陈照；Commons未给出单件出土地点，不得统称牛河梁出土。,01_open_license/artifacts_sites_expanded/AX006_jade_group_liaoning_03.jpg,05_web_ready/artifacts_sites_expanded/AX006_jade_group_liaoning_03.webp
AX007,open_license,artifacts_sites_expanded,AX007_jade_group_liaoning_09.jpg,辽宁省博物馆红山文化玉器（九）,"Gary Lee Todd, Ph.D.",Liaoning Provincial Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_09.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/Hongshan_Culture_Jade_09.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"辽宁省博物馆红山文化玉器（九） — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,c678f77736f84a37cdf5e27cf7980c5ae3d45568ca82d456d309a186d18092dc,2026-07-14T09:37:46+00:00,器物图谱／博物馆展陈,辽宁省博物馆展陈照；不得把展柜编号或拍摄顺序当作考古编号。,01_open_license/artifacts_sites_expanded/AX007_jade_group_liaoning_09.jpg,05_web_ready/artifacts_sites_expanded/AX007_jade_group_liaoning_09.webp
AX008,open_license,artifacts_sites_expanded,AX008_jade_rings_liaoning.jpg,红山文化玉环组合,"Gary Lee Todd, Ph.D.",Liaoning Provincial Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_11.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d3/Hongshan_Culture_Jade_11.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉环组合 — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,c04fb2e823e65a197295ae1a4306e95062a0d004b82042b9480a62d95d216d82,2026-07-14T09:37:46+00:00,器型比较／形制谱系,馆方展陈照；元数据未指明具体遗址，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX008_jade_rings_liaoning.jpg,05_web_ready/artifacts_sites_expanded/AX008_jade_rings_liaoning.webp
AX009,open_license,artifacts_sites_expanded,AX009_jade_beast_aurora.jpg,红山文化兽形玉器,Gary Todd,Aurora Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Beast.jpg,https://upload.wikimedia.org/wikipedia/commons/1/17/Hongshan_Culture_Jade_Beast.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化兽形玉器 — Gary Todd, via Wikimedia Commons, CC0",2400x1600,0d5dd588189ebd7aa32c4c09397f6e9e866443bd59c257f6acfde3a720ef146f,2026-07-14T09:37:46+00:00,器物图谱／动物意象,震旦博物馆展陈归类；考古出处未载，作为馆藏比较材料，不作为牛河梁出土证据。,01_open_license/artifacts_sites_expanded/AX009_jade_beast_aurora.jpg,05_web_ready/artifacts_sites_expanded/AX009_jade_beast_aurora.webp
AX010,open_license,artifacts_sites_expanded,AX010_jade_bi_liaoning_01.jpg,红山文化玉璧／环形玉器,"Gary Lee Todd, Ph.D.",Liaoning Provincial Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Bi_Disc_01.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/Hongshan_Culture_Jade_Bi_Disc_01.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉璧／环形玉器 — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,d778c0bd07ea1026059977e0eed82f4ab482e1c54fa6b7a2a65a23566c12eb79,2026-07-14T09:37:46+00:00,器型比较／工艺细节,馆方展陈照；具体出土地点未载，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX010_jade_bi_liaoning_01.jpg,05_web_ready/artifacts_sites_expanded/AX010_jade_bi_liaoning_01.webp
AX011,open_license,artifacts_sites_expanded,AX011_jade_bi_group_liaoning.jpg,红山文化玉璧／玉环组合,"Gary Lee Todd, Ph.D.",Liaoning Provincial Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Bi_Disc_03.jpg,https://upload.wikimedia.org/wikipedia/commons/5/54/Hongshan_Culture_Jade_Bi_Disc_03.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉璧／玉环组合 — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,e03289286492871569138084dda5a94c8b8f909c7f895eb135a4e50930a0d775,2026-07-14T09:37:46+00:00,器型比较／展陈全景,展柜组合不代表同一考古单位；不得据照片推断共存关系。,01_open_license/artifacts_sites_expanded/AX011_jade_bi_group_liaoning.jpg,05_web_ready/artifacts_sites_expanded/AX011_jade_bi_group_liaoning.webp
AX012,open_license,artifacts_sites_expanded,AX012_jade_bird_capital.jpg,红山文化玉鸟,Gary Todd,Capital Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Bird.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Hongshan_Culture_Jade_Bird.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉鸟 — Gary Todd, via Wikimedia Commons, CC0",2400x1600,ef0f153da09300b725e77299e112ae84a79ce2553c2f8e3e39e56eb88d557859,2026-07-14T09:37:46+00:00,器物图谱／动物意象,首都博物馆展陈照；出土地点未载，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX012_jade_bird_capital.jpg,05_web_ready/artifacts_sites_expanded/AX012_jade_bird_capital.webp
AX013,open_license,artifacts_sites_expanded,AX013_jade_cloud_capital.jpg,红山文化勾云形玉器,Gary Todd,Capital Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Cloud.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/Hongshan_Culture_Jade_Cloud.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化勾云形玉器 — Gary Todd, via Wikimedia Commons, CC0",2400x1600,4af53aa98e92514de8659ec582b6565e0963e938cbfc65bd548f89e4b75997bc,2026-07-14T09:37:46+00:00,器物图谱／符号形制,首都博物馆展陈照；不得将馆藏比较材料转写为牛河梁考古证据。,01_open_license/artifacts_sites_expanded/AX013_jade_cloud_capital.jpg,05_web_ready/artifacts_sites_expanded/AX013_jade_cloud_capital.webp
AX014,open_license,artifacts_sites_expanded,AX014_jade_dragon_aurora.jpg,红山文化玉龙,Gary Todd,Aurora Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Dragon.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/Hongshan_Culture_Jade_Dragon.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉龙 — Gary Todd, via Wikimedia Commons, CC0",2400x3600,231792ab27c1ad835ee80a572f8d528eb2b040a78c4d9d8762b8f1d44b537d97,2026-07-14T09:37:46+00:00,器物图谱／龙形比较,震旦博物馆展陈归类；无明确考古出处，不能用来证明牛河梁出土。,01_open_license/artifacts_sites_expanded/AX014_jade_dragon_aurora.jpg,05_web_ready/artifacts_sites_expanded/AX014_jade_dragon_aurora.webp
AX015,open_license,artifacts_sites_expanded,AX015_jade_eagle_shanghai.jpg,红山文化玉鹰,"Gary Lee Todd, Ph.D.",Shanghai Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Eagle.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/Hongshan_Culture_Jade_Eagle.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉鹰 — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,8768ea0c76a1a768f7314dcaee4033ea52edb08ae676a2bb6ac71e4e5911daeb,2026-07-14T09:37:46+00:00,器物图谱／动物意象,上海博物馆展陈照；具体出土地点未载，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX015_jade_eagle_shanghai.jpg,05_web_ready/artifacts_sites_expanded/AX015_jade_eagle_shanghai.webp
AX016,open_license,artifacts_sites_expanded,AX016_jade_humanoid_aurora.jpg,红山文化人形玉器,Gary Todd,Aurora Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Humanoid_Figure.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6f/Hongshan_Culture_Jade_Humanoid_Figure.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化人形玉器 — Gary Todd, via Wikimedia Commons, CC0",2400x3544,911bf9aca791f94e7633c088b79c5942a6290f708f52764a287d6dffee7f76f2,2026-07-14T09:37:46+00:00,器物图谱／人形比较,震旦博物馆展陈归类；与牛河梁出土玉人不可混同。,01_open_license/artifacts_sites_expanded/AX016_jade_humanoid_aurora.jpg,05_web_ready/artifacts_sites_expanded/AX016_jade_humanoid_aurora.webp
AX017,open_license,artifacts_sites_expanded,AX017_jade_macehead_shanghai.jpg,红山文化玉杖首／权杖头,"Gary Lee Todd, Ph.D.",Shanghai Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Macehead.jpg,https://upload.wikimedia.org/wikipedia/commons/2/28/Hongshan_Culture_Jade_Macehead.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉杖首／权杖头 — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,eda0497c5f0fcf112857561628dab76dff4480fbb4682b3324c8708f8256ba2e,2026-07-14T09:37:46+00:00,器物图谱／礼仪权力,上海博物馆展陈照；具体出土地点未载。,01_open_license/artifacts_sites_expanded/AX017_jade_macehead_shanghai.jpg,05_web_ready/artifacts_sites_expanded/AX017_jade_macehead_shanghai.webp
AX018,open_license,artifacts_sites_expanded,AX018_jade_pendant_shanghai.jpg,红山文化玉佩,"Gary Lee Todd, Ph.D.",Shanghai Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Pendant.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e7/Hongshan_Culture_Jade_Pendant.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉佩 — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,45a556851c50fd0739dba535c8615aae6db733bb4a5d4444e71e2bec628b0a2e,2026-07-14T09:37:46+00:00,器物图谱／佩戴方式,上海博物馆展陈照；不得从造型自行推断用途或牛河梁出处。,01_open_license/artifacts_sites_expanded/AX018_jade_pendant_shanghai.jpg,05_web_ready/artifacts_sites_expanded/AX018_jade_pendant_shanghai.webp
AX019,open_license,artifacts_sites_expanded,AX019_jade_pig_dragon_shanghai.jpg,红山文化玉猪龙,"Gary Lee Todd, Ph.D.",Shanghai Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Pig_Dragon_01.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Hongshan_Culture_Jade_Pig_Dragon_01.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉猪龙 — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,3df7d21a97290de695fb68fe7f6e2ff423f996214ea1905b017332efafdb6b37,2026-07-14T09:37:46+00:00,器物图谱／猪龙比较,上海博物馆展陈照；作为跨馆比较材料，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX019_jade_pig_dragon_shanghai.jpg,05_web_ready/artifacts_sites_expanded/AX019_jade_pig_dragon_shanghai.webp
AX020,open_license,artifacts_sites_expanded,AX020_jade_square_bi_shanghai.jpg,红山文化方形玉璧,"Gary Lee Todd, Ph.D.",Shanghai Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Square_Bi.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/Hongshan_Culture_Jade_Square_Bi.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化方形玉璧 — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,8fcf092ba896e225568f0a74dd6be866616df813d4c1c3b526d6ea524a9e2504,2026-07-14T09:37:46+00:00,器型比较／礼仪器,上海博物馆展陈照；具体出土地点未载。,01_open_license/artifacts_sites_expanded/AX020_jade_square_bi_shanghai.jpg,05_web_ready/artifacts_sites_expanded/AX020_jade_square_bi_shanghai.webp
AX021,open_license,artifacts_sites_expanded,AX021_jade_tortoise_aurora.jpg,红山文化龟形玉器,Gary Todd,Aurora Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Jade_Tortoise.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c5/Hongshan_Culture_Jade_Tortoise.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化龟形玉器 — Gary Todd, via Wikimedia Commons, CC0",2400x1600,c9667ce0b706d0f4b04da92f6d2f3b1e2f2379d88e438473fbafc527ab328450,2026-07-14T09:37:46+00:00,器物图谱／动物意象,震旦博物馆展陈归类；无明确考古出处，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX021_jade_tortoise_aurora.jpg,05_web_ready/artifacts_sites_expanded/AX021_jade_tortoise_aurora.webp
